PK,CCR,GENDER,RACE,AGE,CITEDTIME,INCIDENTLOCATION,OFFENSES,NEIGHBORHOOD,ZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
1094589,19226919,M,O,55,2019-11-06T13:48:00,"E CARSON ST & S 21ST ST PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,South Side Flats,3,1702,3,3,-79.9762684360746,40.4285137491726
1094590,19227160,M,W,59,2019-11-06T19:23:00,"600 Block WOOD ST PITTSBURGH, PA ",5505 Public Drunkenness,Central Business District,2,201,6,6,-79.9994765276478,40.4421288537323
1094591,19227864,M,B,24,2019-11-05T22:18:00,"WAGNER ST & MOUNTAIN AV PITTSBURGH, PA ",633.02(a) Dog License Required; 3 Months or Older,St. Clair,3,1606,3,3,-79.9784153211955,40.4062636691023
1094592,19064992,M,W,12,2019-04-08T20:00:00,"700 Block GREENFIELD AV PITTSBURGH, PA ",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,Greenfield,4,1517,5,3,-79.9380706284379,40.4250197197373
1094593,19064992,M,W,12,2019-04-08T20:00:00,"700 Block GREENFIELD AV PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Greenfield,4,1517,5,3,-79.9380706284379,40.4250197197373
1094594,19214793,M,B,37,2019-10-04T18:00:00,"100 Block ZARA ST PITTSBURGH, PA ","5533(a) Cruelty to animals - Intentionally, knowingly or recklessly illtreats, overloads, beats, abandons or abuses an animal",Knoxville,3,3001,3,5,-79.9881453342414,40.4159117365192
1094595,19214793,M,B,37,2019-10-25T13:50:00,"100 Block ZARA ST PITTSBURGH, PA ","5532(a)(2) Neglect of Animals - Neglect of Animals, Shelter/Protection, Bodily Injury",Knoxville,3,3001,3,5,-79.9881453342414,40.4159117365192
1094596,19214793,M,B,37,2019-10-25T13:50:00,"100 Block ZARA ST PITTSBURGH, PA ","5532(a)(2) Neglect of Animals - Neglect of Animals, Shelter/Protection, Bodily Injury",Knoxville,3,3001,3,5,-79.9881453342414,40.4159117365192
1094601,19228417,M,W,19,2019-11-08T15:15:00,"500 Block PENN AV PITTSBURGH, PA ",3301(d.1) Dangerous Burning,Central Business District,2,201,7,2,-79.9435820869511,40.464893357809
1094602,19228841,M,O,28,2019-11-09T02:59:00,"LIBERTY TUN PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",Bluff,3,103,,,0,0
1094603,19228841,M,O,28,2019-11-09T02:59:00,"LIBERTY TUN PITTSBURGH, PA ",5505 Public Drunkenness,Bluff,3,103,,,0,0
1094604,19228841,M,O,28,2019-11-09T02:59:00,"LIBERTY TUN PITTSBURGH, PA ","5507(a) Obstructing highway, railroad or public passage",Bluff,3,103,,,0,0
1094605,19228906,F,W,34,2019-11-09T05:00:00,"200 Block LELIA ST PITTSBURGH, PA ",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,Mount Washington,3,1915,2,5,-80.0102731357711,40.4218733133314
1094606,19229498,M,B,30,2019-11-07T18:00:00,"300 Block OLIVER AV PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Central Business District,2,201,,,0,0
1094607,19229842,M,B,16,2019-11-10T13:59:00,"1600 Block NOBLES LANE PITTSBURGH, PA ",3503(b.1) Criminal Trespass - Simple Trespasser,Carrick,3,2901,4,3,-79.9977545371464,40.3972664171686
1094608,19230029,,,25,2019-11-10T19:15:00,"200 Block E WARRINGTON AV PITTSBURGH, PA ","3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc.",Beltzhoover,3,1809,3,5,-80.0047463143244,40.4207984645237
1094609,19230072,M,W,32,2019-11-10T17:27:00,"100 Block ART ROONEY AV PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,North Shore,1,2205,1,6,-80.0150926474492,40.4457069987711
1094621,19238776,F,W,18,2019-11-22T23:59:00,"2400 Block GLEN MAWR ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Sheraden,6,2018,2,5,-80.0421988789468,40.4535009189714
1094622,19238829,M,W,22,2019-11-23T01:49:00,"1600 Block PENN AV PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Strip District,2,203,7,6,-79.987472181919,40.4488350628836
1094623,19238829,M,W,22,2019-11-23T01:49:00,"1600 Block PENN AV PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Strip District,2,203,7,6,-79.987472181919,40.4488350628836
1094624,19238829,M,W,22,2019-11-23T01:49:00,"1600 Block PENN AV PITTSBURGH, PA ",5505 Public Drunkenness,Strip District,2,203,7,6,-79.987472181919,40.4488350628836
1094625,19238865,F,W,29,2019-11-23T02:40:00,"60 Block S 17TH ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.9821109614415,40.42999610018
1094626,19175050,M,A,20,2019-09-01T03:15:00,"200 Block ATWOOD ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",Central Oakland,4,405,,,0,0
1094627,19175050,M,A,20,2019-09-01T03:15:00,"200 Block ATWOOD ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,Central Oakland,4,405,,,0,0
1094628,19175050,M,A,20,2019-09-01T03:15:00,"200 Block ATWOOD ST PITTSBURGH, PA ",5505 Public Drunkenness,Central Oakland,4,405,,,0,0
1094629,19174981,F,O,29,2019-09-01T12:25:00,"1000 Block E CARSON ST PITTSBURGH, PA ",2709(a)(3) Harassment No Legitimate Purpose,South Side Flats,3,1702,3,3,-79.9885400463659,40.4287030733853
1094630,19175007,M,B,27,2019-09-01T02:14:00,"S 15TH ST & ROLAND ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9834385131345,40.4285634613338
1094631,19175019,M,B,24,2019-09-01T02:19:00,"80 Block S 15TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9835763025676,40.4285632647346
1094641,19174974,M,B,24,2019-09-01T01:31:00,"1600 Block E CARSON ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,South Side Flats,3,1702,3,3,-79.9826498409866,40.428754714415
1094642,19174957,M,B,24,2019-09-01T00:42:00,"WHARTON ST & S 19TH ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.9789619298346,40.4304834684131
1094643,19174878,M,B,56,2019-08-31T19:07:00,"ART ROONEY AV & GEN ROBINSON ST PITTSBURGH, PA ",719.01 License Required for Vendor or Peddler,North Shore,1,2205,,,0,0
1094644,19174590,M,W,24,2019-09-01T00:50:00,"300 Block NORTH SHORE DR PITTSBURGH, PA ",3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,North Shore,1,2205,,,0,0
1094645,19174528,M,W,18,2019-08-31T15:00:00,"5900 Block CENTRE AV PITTSBURGH, PA ",6310.3(a) Carrying a False Identification Card; under 21 to obtain liquor,Shadyside,4,709,,,0,0
1094646,19168785,M,W,25,2019-08-23T21:41:00,"FREELAND ST & DELMONT AV PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Beltzhoover,3,1809,3,5,-80.0040914012303,40.4186684279214
1094647,19168659,M,W,49,2019-08-23T19:07:00,"700 Block HARGROVE ST PITTSBURGH, PA ",2709(a)(3) Harassment No Legitimate Purpose,Mount Washington,3,1915,4,5,-80.0129249619813,40.4144850462874
1094648,19168136,M,B,21,2019-08-23T03:40:00,"1300 Block PRITCHARD ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Sheraden,6,2022,2,5,-80.0643864883862,40.4532939536933
1094649,19168097,M,W,20,2019-08-23T01:45:00,"BATES ST & MEYRAN AV PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Central Oakland,4,405,3,3,-79.9545351178903,40.4375325459954
1094650,19168097,M,W,20,2019-08-23T01:45:00,"BATES ST & MEYRAN AV PITTSBURGH, PA ",601.08 (a) Open Container Law,Central Oakland,4,405,3,3,-79.9545351178903,40.4375325459954
1094661,19230072,M,W,32,2019-11-10T17:27:00,"100 Block ART ROONEY AV PITTSBURGH, PA ",5505 Public Drunkenness,North Shore,1,2205,1,6,-80.0150926474492,40.4457069987711
1094662,19230073,M,W,25,2019-11-10T19:55:00,"100 Block ART ROONEY AV PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,North Shore,1,2205,1,6,-80.0150926474492,40.4457069987711
1094663,19230073,M,W,25,2019-11-10T19:55:00,"100 Block ART RONNEY AV PITTSBURGH, PA ",5505 Public Drunkenness,North Shore,1,2205,1,6,-80.0150926474492,40.4457069987711
1094664,19230090,M,,35,2019-11-10T21:08:00,"500 Block MARTINDALE ST PITTSBURGH, PA ",5505 Public Drunkenness,Allegheny West,1,2201,1,1,-80.0082157155086,40.4493333455111
1094665,19230243,F,W,35,2019-11-12T02:21:00,"1700 Block JANE ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.9819802368919,40.4268806793424
1094666,19230702,M,B,30,2019-11-11T18:58:00,"6800 Block FRANKSTOWN AV PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Homewood West,5,1207,9,2,-79.9059851373518,40.4581223295946
1094667,19230764,M,B,23,2019-11-11T20:30:00,"200 Block JUCUNDA ST PITTSBURGH, PA ",601.12 Interference with Official Duties,Knoxville,3,3001,3,5,-79.9910522325694,40.417190555006
1094668,19230764,M,B,23,2019-11-11T20:30:00,"200 Block JUCUNDA ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Knoxville,3,3001,3,5,-79.9910522325694,40.417190555006
1094669,19230808,M,W,21,2019-11-11T20:59:00,"400 Block ATWOOD ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Central Oakland,4,406,3,3,-79.9539157582177,40.4380999366591
1094670,19231567,M,W,59,2019-11-12T22:06:00,"20 Block MARKET ST PITTSBURGH, PA ","3926(a)(1) Theft of Services; Cable, Gas, Taxi, Bill, Tab, etc.",Central Business District,2,201,6,6,-80.0020026636299,40.4409453621515
1094671,19231818,F,B,59,2019-11-13T09:45:00,"1400 Block BROOKLINE BL PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Brookline,6,3206,4,5,-80.0078658722601,40.3924196825359
1094672,19231818,F,W,22,2019-11-13T09:45:00,"1400 Block BROOKLINE BL PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Brookline,6,3206,4,5,-80.0078658722601,40.3924196825359
1094673,19232724,M,B,77,2019-11-14T16:55:00,"300 Block CEDAR AV PITTSBURGH, PA ","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",East Allegheny,1,2304,1,1,-80.0009078039902,40.4508935599436
1094674,19233627,M,W,30,2019-11-15T19:48:00,"33RD ST & PENN AV PITTSBURGH, PA ",5505 Public Drunkenness,Strip District,2,203,7,6,-79.968778348492,40.4615916837175
1094675,19223443,F,B,49,2019-11-01T20:58:00,"400 Block NORTH SHORE DR PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",North Shore,1,2205,1,6,-80.0123399020422,40.4462710224947
1094681,19225747,M,B,20,2019-11-04T21:52:00,"600 Block WOOD ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Central Business District,2,201,6,6,-79.9994765276478,40.4421288537323
1094682,19225747,M,B,20,2019-11-04T21:52:00,"600 Block WOOD ST PITTSBURGH, PA ","6501(a)(1) Scattering Rubbish; Any waste, dangerous or detrimental substance upon public property or waters",Central Business District,2,201,6,6,-79.9994765276478,40.4421288537323
1094683,19230505,M,W,26,2019-11-10T18:30:00,"100 Block ART ROONEY AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,North Shore,1,2205,1,6,-80.0150926474492,40.4457069987711
1094684,19230505,M,W,26,2019-11-10T18:30:00,"100 Block ART RONNEY AV PITTSBURGH, PA ",5505 Public Drunkenness,North Shore,1,2205,1,6,-80.0150926474492,40.4457069987711
1094685,19230505,M,W,26,2019-11-10T18:30:00,"100 Block ART ROONEY AV PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",North Shore,1,2205,1,6,-80.0150926474492,40.4457069987711
1094686,19232988,M,B,42,2019-11-15T00:08:00,"1900 Block PIONEER AV PITTSBURGH, PA ","3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",Brookline,6,1917,4,5,-80.0160585948811,40.4040374887942
1094687,19232988,M,B,42,2019-11-15T00:08:00,"1900 Block PIONEER AV PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Brookline,6,1917,4,5,-80.0160585948811,40.4040374887942
1094688,19233762,M,B,26,2019-11-15T23:46:00,"S 14TH ST & E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.9841490514312,40.42880715024
1094689,19233836,M,W,27,2019-11-16T02:00:00,"1500 Block E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9833100173741,40.4286928036566
1094690,19234487,M,W,22,2019-11-17T00:28:00,"1500 Block E CARSON ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,South Side Flats,3,1702,3,3,-79.9833100173741,40.4286928036566
1094691,19234487,M,W,22,2019-11-17T00:28:00,"1500 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.9833100173741,40.4286928036566
1094692,19234498,F,W,18,2019-11-17T00:48:00,"BINGHAM ST & S 8TH ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,South Side Flats,3,1702,3,3,-79.9910597144274,40.429402339835
1094693,19234547,M,W,23,2019-11-17T02:00:00,"S 15TH ST & ROLAND ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9834385131345,40.4285634613338
1094694,19234552,M,B,24,2019-11-17T02:12:00,"ROLAND ST & S 16TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.982839763162,40.4285489478917
1094695,19235917,M,B,26,2019-11-19T02:11:00,"200 Block ATWOOD ST PITTSBURGH, PA ","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",Central Oakland,4,405,,,0,0
1094696,19235921,M,B,35,2019-11-19T02:16:00,"7100 Block BENNETT ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Homewood South,5,1303,9,2,-79.898864804895,40.4569634382797
1094697,19236932,F,B,35,2019-11-20T12:59:00,"300 Block WOOD ST PITTSBURGH, PA ",5505 Public Drunkenness,Central Business District,2,201,6,6,-80.0016143922772,40.4389068755579
1094698,19236980,M,W,30,2019-11-20T15:15:00,"SAW MILL RUN BL & W WARRINGTON AV PITTSBURGH, PA ",602.04(b)(1) Panhandling-Hindrance to traffic,Mount Washington,3,1915,4,5,-80.0113595839747,40.4150818826326
1094699,19237048,M,B,29,2019-11-20T16:50:00,"400 Block WALDE ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Mount Oliver,3,1607,3,3,-79.9815374798839,40.4104760659298
1094700,19237106,M,W,30,2019-11-18T16:21:00,"SAW MILL RUN BL & BAUSMAN ST PITTSBURGH, PA ",602.04(b)(1) Panhandling-Hindrance to traffic,Bon Air,3,1806,4,5,-80.0060706441922,40.4110770792172
1094701,19237506,M,W,28,2019-11-21T09:18:00,"PIONEER AV & GAYLY WY PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Brookline,6,1917,4,5,-80.017117867853,40.4014313983533
1094702,19237506,M,W,40,2019-11-21T09:18:00,"PIONEER AV &  PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Brookline,6,1917,,,0,0
1094703,19237995,M,B,28,2019-11-21T21:54:00,"LARIMER AV & EAST LIBERTY BL PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,East Liberty,5,1115,9,2,-79.9174214014291,40.463436043491
1094704,19238806,M,W,21,2019-11-23T01:02:00,"ROLAND ST & S 15TH ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,South Side Flats,3,1702,3,3,-79.9834385131345,40.4285634613338
1094705,19238806,M,W,26,2019-11-23T01:04:00,"1500 Block ROLAND ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,South Side Flats,3,1702,,,0,0
1094706,19238825,M,W,22,2019-11-23T01:36:00,"100 Block S 13TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9854591647134,40.427056430929
1094707,19238862,M,W,29,2019-11-23T02:20:00,"1600 Block E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9826498409866,40.428754714415
1094708,19238879,M,W,27,2019-11-23T02:58:00,"S 17TH ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9820508989135,40.4288428977868
1094709,19239216,M,B,36,2019-11-23T16:49:00,"FRANKSTOWN AV & INWOOD ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Homewood West,5,1207,9,2,-79.9049972970741,40.4581572115292
1094710,19235524,F,B,26,2019-11-18T15:25:00,"600 Block SEAGIRT ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,East Hills,5,1306,9,2,-79.8790595903053,40.4520571712353
1094711,19238062,M,O,19,2019-11-22T00:48:00,"WRIGHTS WY & S 18TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9805170263058,40.4292363448493
1094712,19238077,M,W,20,2019-11-22T01:18:00,"S 12 ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9864255057321,40.4287576119159
1094713,19238084,M,B,28,2019-11-22T01:25:00,"S 15TH ST & ROLAND ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9834385131345,40.4285634613338
1094714,19238093,M,W,22,2019-11-22T01:36:00,"E CARSON ST & S 17TH ST PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,South Side Flats,3,1702,3,3,-79.9820508989135,40.4288428977868
1094715,19238098,M,W,19,2019-11-22T01:44:00,"S 10TH ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9885762778787,40.4287104703372
1094716,19238106,M,W,34,2019-11-22T02:12:00,"1200 Block E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9862131966527,40.4285828598749
1094721,19238107,M,W,24,2019-11-22T02:12:00,"1200 Block E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9862131966527,40.4285828598749
1094722,19238122,M,B,32,2019-11-22T02:31:00,"E CARSON ST & S 12TH ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9864255057321,40.4287576119159
1094723,19238734,M,B,23,2019-11-22T22:25:00,"MARKET PL & FORBES AV PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Central Business District,2,201,6,6,-80.0029611319642,40.4407983579103
1094724,19238835,M,W,30,2019-11-23T01:50:00,"1500 Block E CARSON ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,South Side Flats,3,1702,3,3,-79.9833100173741,40.4286928036566
1094725,19238835,M,W,30,2019-11-23T01:50:00,"1500 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.9833100173741,40.4286928036566
1094726,19238849,M,W,21,2019-11-23T02:06:00,"S 17TH ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.9820508989135,40.4288428977868
1094727,19239096,F,B,39,2019-11-23T12:55:00,"200 Block 5TH AV PITTSBURGH, PA ","3929(a)(2) Retail Theft; alters, transfers, or removes label, price tag",Central Business District,2,201,6,6,-80.0020771081555,40.4412363988277
1094728,19239096,F,B,39,2019-11-23T12:55:00,"200 Block 5TH AV PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Central Business District,2,201,6,6,-80.0020771081555,40.4412363988277
1094729,19239096,F,B,39,2019-11-23T13:00:00,"400 Block WOOD ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,Central Business District,2,201,6,6,-80.0010801398374,40.4394331511613
1094730,19239406,F,B,37,2019-11-23T21:55:00,"100 Block N CRAIG ST PITTSBURGH, PA ",5505 Public Drunkenness,North Oakland,4,404,8,3,-79.9490368116878,40.446915266672
1094731,19239406,F,B,37,2019-11-23T21:55:00,"100 Block N CRAIG ST PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,North Oakland,4,404,8,3,-79.9490368116878,40.446915266672
1094732,19239492,M,I,22,2019-11-24T00:56:00,"5300 Block BEELER ST PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Squirrel Hill North,4,1401,8,3,-79.9336743931519,40.4454236079869
1094733,19239498,F,W,23,2019-11-24T01:00:00,"S 16TH ST & ROLAND ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.982839763162,40.4285489478917
1094734,19239512,M,W,23,2019-11-24T01:00:00,"BROWNSVILLE RD & CHURCHVIEW AV PITTSBURGH, PA ",5505 Public Drunkenness,,3,,4,3,-79.9790430651123,40.3859257793959
1094735,19239602,M,B,22,2019-11-24T04:25:00,"3300 Block WEBSTER AV PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Upper Hill,2,506,6,3,-79.9645154008401,40.4528424936221
1094736,19239953,M,B,57,2019-11-24T17:31:00,"N BRADDOCK AV & MULFORD ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",Homewood South,5,1303,9,2,-79.8913042203228,40.4526591709696
